Sr. No.,Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type
5270,11:58:31,17-04-2022,91915845956,92249965419,112489.31,Turkish lira,Indian rupee,Japan,Italy,Debit card
5271,09:51:53,04-06-2022,76929281050,74538029354,273130.33,Naira,Dirham,Albania,India,Cross-border
5272,22:38:18,17-04-2022,79011901307,48502285807,16827.28,Indian rupee,Naira,UAE,Italy,ACH
5273,15:32:31,26-10-2022,75544363557,55341034896,44245.66,US dollar,Swiss franc,UK,Switzerland,Cross-border
5274,14:45:53,31-12-2022,75472746947,18949608814,102027.59,Swiss franc,UK pounds,Netherlands,Austria,Credit card
5275,01:21:55,13-01-2022,13492757276,22139601340,275454.89,Dirham,UK pounds,USA,Mexico,Credit card
5276,11:37:30,21-07-2022,18907986398,68943299589,164573.35,US dollar,Albanian lek,Germany,Morocco,Cash Withdrawal
5277,09:29:20,01-02-2022,73144394479,57784583304,13463.79,Dirham,Albanian lek,India,Austria,Credit card
5278,15:33:01,24-12-2022,5841049922,43495116854,196016.1,Moroccan dirham,Turkish lira,Austria,Turkey,ACH
5279,12:00:48,08-02-2022,75876949781,56668631247,119515.84,Albanian lek,Naira,Nigeria,Pakistan,Cross-border
5280,13:43:47,02-02-2022,12056590985,27855036630,346593.73,Pakistani rupee,Naira,Pakistan,India,Cross-border
5281,22:54:34,25-02-2022,87050577472,81547376453,54042.89,Dirham,Naira,Pakistan,Germany,Cross-border
5282,09:12:46,12-05-2022,11781727690,14704425660,385363.05,Indian rupee,UK pounds,Mexico,USA,Cross-border
5283,00:08:32,30-04-2022,3299762690,23195289826,139291.58,Dirham,Albanian lek,Italy,Austria,Credit card
5284,19:07:37,11-08-2022,75905250742,76847314395,434860.14,Euro,Moroccan dirham,Switzerland,Netherlands,Debit card
5285,03:17:38,04-08-2022,22080810542,9927152018,268677.43,Swiss franc,UK pounds,Morocco,India,Cross-border
5286,22:55:29,19-03-2022,31893107779,5033019322,352962.42,Swiss franc,US dollar,Albania,Austria,Cross-border
5287,16:23:29,29-04-2022,4404241057,24664886445,211984.95,Albanian lek,Moroccan dirham,Netherlands,Morocco,Credit card
5288,06:07:27,10-02-2022,64328703648,61054842656,256209.15,Euro,Indian rupee,Japan,India,Credit card
5289,05:05:42,18-06-2022,31223980728,25400494645,225026.1,US dollar,US dollar,Morocco,Albania,ACH
5290,06:25:17,22-09-2022,1496853603,34866966766,131160.79,Yen,Naira,India,Morocco,Credit card
5291,20:31:46,26-02-2022,95339545463,38367425535,353173.06,US dollar,Yen,Austria,France,Cash Deposit
5292,00:15:45,17-12-2022,55816189471,91410052184,142027.97,Pakistani rupee,Euro,Nigeria,Albania,Debit card
5293,00:39:06,13-03-2022,58679163253,76198410241,176094.61,Swiss franc,US dollar,Italy,UK,ACH
5294,17:44:40,08-08-2022,88539272841,11071281154,27754.52,Moroccan dirham,Indian rupee,UK,Japan,ACH
5295,04:28:48,26-04-2022,33071124721,16286655719,320031.59,Moroccan dirham,Albanian lek,USA,Turkey,Credit card
5296,13:06:04,06-03-2022,19516114812,65683419807,75518.28,Swiss franc,Euro,Turkey,Austria,Debit card
5297,12:34:24,01-11-2022,91650683618,80961648521,486857.29,US dollar,Indian rupee,USA,Nigeria,Credit card
5298,00:04:01,22-02-2022,5011766784,93316226393,182754.78,Pakistani rupee,US dollar,Italy,Germany,Cash Withdrawal
5299,04:59:44,08-02-2022,22795347946,47734424533,496405.35,Dirham,Turkish lira,Switzerland,Switzerland,Cross-border
5300,04:27:32,31-10-2022,89624958178,41513214838,355375.41,UK pounds,Yen,UAE,Pakistan,Credit card
5301,07:01:58,24-01-2022,72950268479,25120740916,202715.43,UK pounds,US dollar,Netherlands,Germany,Cheque
5302,18:32:33,28-05-2022,44338190598,2333511584,387540.93,Moroccan dirham,Albanian lek,Spain,USA,Cross-border
5303,08:10:18,14-03-2022,71797025752,61305232092,390010.35,Mexican Peso,Indian rupee,Pakistan,Italy,ACH
5304,03:38:29,24-05-2022,46716612800,73015319313,325478.65,Moroccan dirham,Dirham,UK,Turkey,Credit card
5305,01:59:06,26-07-2022,6923822899,78849840306,200960.35,Mexican Peso,Turkish lira,France,UK,ACH
5306,02:28:18,03-03-2022,30248822147,3086621204,439442.97,UK pounds,Pakistani rupee,Netherlands,Spain,ACH
5307,20:06:24,30-10-2022,90300484552,90112154026,461179.78,UK pounds,Naira,Nigeria,Germany,Cross-border
5308,08:08:20,20-07-2022,44435014450,12027110848,170686.88,US dollar,Moroccan dirham,Morocco,Netherlands,Debit card
5309,10:47:25,01-10-2022,23023711435,60917891169,155446.95,Indian rupee,Turkish lira,Austria,Morocco,Credit card
5310,21:53:51,18-11-2022,39486400121,26966831992,101544.01,Naira,US dollar,Mexico,Italy,Credit card
5311,23:04:54,07-12-2022,37599735685,67506648085,492618.31,Euro,US dollar,Switzerland,Albania,Cash Deposit
5312,01:30:48,10-07-2022,8444111094,58440775476,78155.49,Turkish lira,Indian rupee,Germany,Switzerland,Cash Withdrawal
5313,22:48:41,20-01-2022,80836664585,23580583082,484792.43,Swiss franc,Dirham,Netherlands,Pakistan,Cheque
5314,18:22:10,14-08-2022,73487830473,37811597552,138401.41,Moroccan dirham,Turkish lira,Turkey,Nigeria,Cross-border
5315,11:49:40,22-04-2022,52500054064,58984291634,348879.72,Euro,UK pounds,Pakistan,Mexico,ACH
5316,16:59:16,26-12-2022,50816820682,49789764448,94359.97,Dirham,Albanian lek,Pakistan,India,Credit card
5317,06:14:50,21-05-2022,20186661211,46383624099,261157.39,Euro,Yen,Italy,Spain,ACH
5318,00:37:34,04-04-2022,65387257283,48788638306,8734.15,Naira,Swiss franc,Austria,Austria,Cross-border
5319,11:41:14,07-03-2022,15638604327,35644093944,412143.16,UK pounds,Dirham,Germany,Mexico,Cross-border
5320,08:30:18,12-01-2022,69448925347,88805914983,154366.16,Moroccan dirham,Turkish lira,Switzerland,Austria,Cash Deposit
5321,19:14:31,20-04-2022,50972731267,10554486243,219066.73,Albanian lek,UK pounds,Italy,UK,Credit card
5322,02:36:46,29-05-2022,5109987950,49483387982,206752.41,Naira,Yen,Mexico,Albania,Cash Withdrawal
5323,00:07:39,10-02-2022,4446338129,63077843527,132656.78,Moroccan dirham,Turkish lira,Austria,Albania,Cash Withdrawal
5324,02:56:34,30-01-2022,9699754802,41586543752,246069.68,Albanian lek,US dollar,Turkey,Morocco,Credit card
5325,20:47:16,11-02-2022,61345231114,56426654261,44945.03,Naira,UK pounds,Mexico,Pakistan,Cash Deposit
5326,01:02:26,12-01-2022,32275527852,1273799180,25137.82,Mexican Peso,Turkish lira,Pakistan,UAE,Credit card
5327,04:47:32,07-04-2022,32988121777,27954403199,464366.98,Moroccan dirham,Yen,Turkey,Pakistan,Cross-border
5328,18:55:00,24-02-2022,77597481049,72803953859,105728.28,Yen,Swiss franc,Albania,Pakistan,Cross-border
5329,02:42:10,20-11-2022,2498327395,53799215897,317761.74,Dirham,Mexican Peso,Germany,Morocco,Cross-border
5330,19:45:15,12-02-2022,47165233820,83631578105,392910.54,Naira,Albanian lek,Italy,Germany,Credit card
5331,09:35:09,07-05-2022,10034308318,78096173404,475278.72,Pakistani rupee,Moroccan dirham,Germany,Pakistan,ACH
5332,11:33:36,08-02-2022,60256342833,18407771846,147285.88,Euro,Mexican Peso,Japan,Albania,Cash Deposit
5333,13:19:40,02-05-2022,44160028607,68378681057,249029.64,Moroccan dirham,Moroccan dirham,Mexico,Austria,Cross-border
5334,02:40:49,16-02-2022,1989118571,52642965388,336975.21,Moroccan dirham,Yen,Albania,India,ACH
5335,11:25:42,11-02-2022,62964844682,9279558139,59469.13,Swiss franc,Mexican Peso,Austria,Spain,Cross-border
5336,23:57:28,15-06-2022,26036991777,37766152625,462982.33,Indian rupee,Albanian lek,Germany,France,Cash Deposit
5337,01:46:06,29-03-2022,16709322169,94903187569,467139.42,Dirham,Naira,Nigeria,Spain,Credit card
5338,22:08:06,14-01-2022,78223277080,18478651931,297710.74,Dirham,Dirham,Mexico,Germany,ACH
5339,15:02:36,15-06-2022,21242344960,92503867193,399649.53,Mexican Peso,UK pounds,USA,Nigeria,ACH
5340,03:12:17,15-11-2022,46812783416,1278098267,88462.39,Pakistani rupee,Naira,Japan,France,Cross-border
5341,19:18:23,01-12-2022,95356129435,37179715197,373329.45,Naira,Pakistani rupee,India,Turkey,Cross-border
5342,09:01:58,11-09-2022,85460737813,95711601405,449386.65,Dirham,US dollar,Mexico,India,Cash Deposit
5343,19:16:39,11-07-2022,82244710976,75939074954,393509.55,Dirham,Yen,Nigeria,Turkey,Cross-border
5344,14:31:37,26-07-2022,53502009120,59885809224,54171.15,UK pounds,Turkish lira,UAE,Spain,ACH
5345,06:11:51,02-10-2022,2520713293,12276139978,292443.2,Indian rupee,UK pounds,Nigeria,Spain,Cross-border
5346,07:29:17,26-02-2022,53255327997,54365646086,8661.37,Turkish lira,Yen,Netherlands,Italy,Credit card
5347,10:06:12,04-09-2022,9929367144,31705687467,414549.14,Euro,Pakistani rupee,Switzerland,Pakistan,Debit card
5348,05:22:30,25-06-2022,16274948471,83251103725,134366.54,UK pounds,UK pounds,UK,Morocco,Cross-border
5349,04:49:43,13-02-2022,62191485440,37290947130,377720.97,Yen,UK pounds,India,Morocco,Debit card
5350,01:02:01,11-08-2022,62139469919,72280695790,94963.64,Dirham,Yen,Morocco,Switzerland,Credit card
5351,06:37:27,12-10-2022,27654290962,19837372756,263312.07,Moroccan dirham,Pakistani rupee,France,Pakistan,Cash Withdrawal
5352,04:09:18,24-05-2022,77237840705,18188373933,497150.33,Dirham,Pakistani rupee,Pakistan,India,Cash Withdrawal
5353,02:36:18,01-12-2022,37680461260,48819827028,176446.52,Moroccan dirham,Yen,Germany,Mexico,Credit card
5354,15:34:15,26-09-2022,78423658071,76642094690,404237.7,UK pounds,Albanian lek,India,Netherlands,ACH
5355,17:27:42,15-07-2022,11330857093,4263894953,136540.91,Euro,Mexican Peso,Albania,USA,Credit card
5356,14:17:09,16-02-2022,16940459717,67642367377,18240.94,Albanian lek,UK pounds,Switzerland,USA,Credit card
5357,10:57:55,26-11-2022,68916177009,6935289220,370675.89,Dirham,Yen,UK,Nigeria,Cross-border
5358,19:51:58,22-02-2022,54856885081,51656703476,474907.12,Euro,Moroccan dirham,Netherlands,Germany,Cross-border
5359,02:16:57,22-10-2022,33448812021,63685359940,273317.06,Euro,Moroccan dirham,Morocco,USA,Cheque
5360,18:09:53,15-01-2022,67413329590,22426622032,79466.68,Pakistani rupee,Naira,Japan,Spain,ACH
5361,23:01:00,03-03-2022,1948559010,9068846292,35278.09,Turkish lira,Albanian lek,France,Switzerland,ACH
5362,21:19:29,22-10-2022,45141836976,12907388135,328939.21,Naira,Mexican Peso,Nigeria,UAE,Cash Withdrawal
5363,16:12:40,22-05-2022,14617953011,54476950402,168426.5,Euro,Euro,Mexico,UAE,Cross-border
5364,11:25:10,24-02-2022,91573956827,80105818644,445798.01,US dollar,Naira,Pakistan,Japan,Cash Deposit
5365,08:00:32,05-07-2022,18868658316,16091226410,232322.15,Turkish lira,Mexican Peso,Switzerland,Japan,ACH
5366,20:56:40,27-01-2022,58232807115,7985069336,231544.75,Pakistani rupee,Dirham,Albania,Italy,Cash Withdrawal
5367,21:57:19,02-10-2022,1694886364,75015718122,261821.86,Albanian lek,Yen,Turkey,Austria,ACH
5368,00:35:01,18-03-2022,16473647165,5354824215,341873.96,Indian rupee,Yen,UK,Mexico,Credit card
5369,16:54:35,04-05-2022,99565773928,68340019264,73534.78,Naira,Moroccan dirham,France,UAE,Cash Deposit
5370,23:27:03,27-03-2022,75930668782,43523019514,20790.22,Swiss franc,Dirham,Albania,Turkey,Cheque
5371,22:28:33,19-10-2022,42243500413,40531353540,106904.85,US dollar,Pakistani rupee,Italy,Albania,Cross-border
5372,13:45:29,05-02-2022,5161755196,88693189522,10368.71,Swiss franc,US dollar,Spain,Netherlands,Cash Withdrawal
5373,01:08:11,24-09-2022,11070440798,1461748214,133678.31,Pakistani rupee,Yen,UK,Morocco,Credit card
5374,15:26:12,20-06-2022,17956310892,31420972021,183354.26,Moroccan dirham,Naira,Japan,Nigeria,Cross-border
5375,01:07:08,17-07-2022,2247758372,14640013368,407474.21,Dirham,Swiss franc,Netherlands,UAE,Cash Deposit
5376,15:48:57,28-04-2022,31222088815,64837503437,304551.83,UK pounds,Naira,Germany,Italy,Debit card
5377,05:27:34,21-06-2022,71556267882,6173007260,20860.73,Yen,Albanian lek,Morocco,Pakistan,Cross-border
5378,05:19:23,09-02-2022,50167313810,41000865989,239579.5,Moroccan dirham,Indian rupee,Germany,Morocco,ACH
5379,00:08:25,30-09-2022,11588716591,57191451604,479820.93,Yen,Albanian lek,UAE,Japan,Credit card
5380,19:22:47,03-03-2022,86585292646,48092491126,101178.45,Moroccan dirham,UK pounds,Japan,Albania,Debit card
5381,21:40:15,06-04-2022,33768046837,29366813971,181319.45,Swiss franc,Swiss franc,Germany,UAE,ACH
5382,16:42:08,07-11-2022,20260852644,33304915334,341034.58,Naira,Indian rupee,Mexico,UK,ACH
5383,03:12:12,02-12-2022,37645125635,96581116616,436902.12,Pakistani rupee,Pakistani rupee,Italy,Netherlands,Cross-border
5384,00:55:15,15-10-2022,76143535805,78025034590,271179.33,Yen,US dollar,UAE,USA,Cross-border
5385,20:16:08,17-01-2022,86273957023,4999138335,105732.27,Turkish lira,US dollar,Austria,UAE,Credit card
5386,22:40:05,10-06-2022,91418230947,6736345393,259543.67,Pakistani rupee,Yen,Netherlands,Turkey,Cash Withdrawal
5387,06:23:14,02-01-2022,38466809187,67111482295,45283.39,Moroccan dirham,UK pounds,Netherlands,Germany,Debit card
5388,02:47:48,03-10-2022,49296311248,6643004544,217955.67,Pakistani rupee,UK pounds,Netherlands,UK,Cross-border
5389,02:08:18,18-02-2022,77084668502,90936227724,453266.73,Albanian lek,Dirham,Netherlands,UAE,Credit card
5390,10:09:30,26-03-2022,33801536938,44657587946,147009.97,US dollar,Pakistani rupee,Pakistan,India,Cross-border
5391,21:41:59,04-02-2022,16375051915,72114835117,421169.55,Albanian lek,UK pounds,Japan,Switzerland,Cash Deposit
5392,02:51:07,31-10-2022,63772388218,2063323598,122925.58,Yen,Mexican Peso,Netherlands,UK,Cross-border
5393,19:38:31,11-05-2022,68750738381,94059863961,119147.93,Mexican Peso,US dollar,Morocco,Switzerland,ACH
5394,10:00:18,13-10-2022,11015019822,17314371837,299412.81,Euro,Albanian lek,Mexico,Netherlands,ACH
5395,04:55:56,25-10-2022,30674118434,51510786021,146384.76,Pakistani rupee,Mexican Peso,USA,Switzerland,ACH
5396,06:01:58,20-09-2022,70722243922,19194751403,436964.57,Yen,Moroccan dirham,Turkey,India,Cheque
5397,02:09:57,05-11-2022,89451263127,21349438331,223019.24,Swiss franc,Indian rupee,Germany,UK,Debit card
5398,14:59:56,13-08-2022,47863813356,10793664449,497831.47,Moroccan dirham,Mexican Peso,Italy,France,Credit card
5399,00:55:57,21-04-2022,74371553815,71005979713,12660.62,Yen,Indian rupee,UK,India,ACH
5400,19:02:57,04-03-2022,19095502241,49130686892,201038.9,Naira,Albanian lek,France,UAE,Cash Deposit
5401,04:27:58,21-09-2022,89324387420,29504198763,311414.96,Naira,Swiss franc,France,Turkey,ACH
5402,03:17:45,11-11-2022,3802950521,30174283120,180775.52,Moroccan dirham,Yen,India,Turkey,ACH
5403,16:16:48,05-04-2022,53961113458,83640257135,77563.12,Dirham,US dollar,Germany,Austria,Credit card
5404,22:33:47,28-06-2022,33896834347,75493462283,173332.95,Dirham,Euro,UAE,Pakistan,Cash Deposit
5405,09:43:34,28-12-2022,94614482577,11769236810,51332.53,Pakistani rupee,Moroccan dirham,Albania,France,Credit card
5406,20:39:32,13-09-2022,84448421102,82310282023,93874.96,Swiss franc,Naira,Austria,Japan,Credit card
5407,16:16:54,29-05-2022,63267889874,82831412554,408487.27,Indian rupee,Swiss franc,Austria,Switzerland,Debit card
5408,21:57:16,05-10-2022,60543293227,31523818745,328926.35,Yen,US dollar,Nigeria,Morocco,Cross-border
5409,13:18:35,25-11-2022,29689660623,86106422551,419390.98,Indian rupee,Turkish lira,Netherlands,Japan,Cash Withdrawal
5410,00:13:13,29-03-2022,16701599613,41112146352,241371.36,Euro,Yen,Italy,Mexico,ACH
5411,09:01:58,08-01-2022,48860734269,96825720670,364191.65,Yen,Euro,India,Spain,Credit card
5412,19:14:09,13-11-2022,25269407200,48421207001,112433.7,Indian rupee,Pakistani rupee,Italy,USA,ACH
5413,21:00:17,23-06-2022,67386863095,38136443473,151802.72,Moroccan dirham,Yen,Japan,Germany,ACH
5414,21:59:05,19-09-2022,7384250039,28793035435,450549.53,Indian rupee,Moroccan dirham,Morocco,Mexico,Credit card
5415,05:10:05,26-02-2022,50827376614,59717614578,85578.32,Yen,Mexican Peso,Italy,Netherlands,Cross-border
5416,10:00:21,24-12-2022,50409443546,43305862293,42627.14,Albanian lek,Euro,France,Austria,Cross-border
5417,10:51:28,23-02-2022,9954996692,64792522307,9575.08,Mexican Peso,Mexican Peso,Albania,UAE,Cross-border
5418,16:30:04,31-01-2022,73077840466,60927203251,394734.36,Dirham,Naira,Pakistan,France,ACH
5419,00:35:00,10-07-2022,47370380604,24264119021,393133.8,Pakistani rupee,Moroccan dirham,Spain,Pakistan,Cheque
5420,04:43:08,09-05-2022,87712498703,60831847927,46917.46,UK pounds,Yen,India,UK,ACH
5421,00:01:10,21-12-2022,18051528621,43928961906,294545.29,Turkish lira,Naira,Italy,Austria,Cash Deposit
5422,13:00:09,18-11-2022,85509398781,62748404650,462668.26,Mexican Peso,Indian rupee,Netherlands,USA,Cash Withdrawal
5423,22:06:03,13-06-2022,61624729337,12322589790,451796.92,Indian rupee,Swiss franc,Spain,India,ACH
5424,22:03:40,06-11-2022,64892477883,44323769729,192748.7,Pakistani rupee,Albanian lek,Italy,Morocco,Cross-border
5425,02:53:48,26-02-2022,49414005348,20560171814,246126.7,Mexican Peso,US dollar,UAE,USA,Cash Withdrawal
5426,12:58:17,23-03-2022,16270108830,52090075904,19434.47,US dollar,Pakistani rupee,Turkey,Nigeria,Credit card
5427,22:17:33,02-03-2022,73226672146,60037817130,333018.14,Euro,Naira,UAE,Morocco,Cross-border
5428,17:05:45,05-03-2022,96065772689,93127678087,175503.06,Swiss franc,Euro,Turkey,Spain,Cash Deposit
5429,16:36:32,27-04-2022,56753874749,93497731608,94821.14,Albanian lek,Euro,Switzerland,Pakistan,ACH
5430,16:26:38,20-07-2022,2972213362,44155689454,171881.59,Indian rupee,Euro,Netherlands,Italy,Cross-border
5431,11:04:30,15-09-2022,26344831727,88939864521,182196.22,Indian rupee,Yen,Pakistan,Pakistan,Credit card
5432,00:42:20,06-11-2022,5653615069,99932406926,433958.94,Yen,Indian rupee,Spain,Turkey,ACH
5433,09:03:25,03-09-2022,62133497997,9820185617,136795.7,Yen,US dollar,Albania,Spain,Cross-border
5434,00:44:57,29-04-2022,12311157270,79622008174,378930.58,Naira,Euro,Turkey,India,Credit card
5435,10:05:17,29-01-2022,48749602818,47318520371,431842.64,Indian rupee,Indian rupee,Italy,France,Cheque
5436,00:07:34,23-11-2022,28416719321,31741590225,21511.97,US dollar,Pakistani rupee,Spain,Switzerland,Cheque
5437,07:30:21,14-01-2022,35320642402,37763912197,302729.44,Pakistani rupee,Dirham,Italy,Germany,Cross-border
5438,12:38:28,16-04-2022,60955641750,40595243950,94596.14,US dollar,Pakistani rupee,Turkey,UAE,Credit card
5439,07:13:38,26-09-2022,76763529848,16193319963,251045.98,Naira,UK pounds,India,Netherlands,ACH
5440,00:47:32,23-03-2022,56483255117,36662676077,437502.04,Moroccan dirham,Mexican Peso,India,Mexico,ACH
5441,21:54:04,12-02-2022,61824906016,84079251552,382151.02,Yen,Moroccan dirham,Morocco,India,ACH
5442,18:06:14,21-07-2022,40384894149,42269449950,168553.05,Dirham,Pakistani rupee,Mexico,Netherlands,Cheque
5443,16:28:11,15-03-2022,27432821421,4574046060,234033.66,Naira,Euro,UAE,Italy,Cash Withdrawal
5444,21:06:53,27-09-2022,7909274396,10436872748,74178.9,US dollar,Naira,Italy,Switzerland,ACH
5445,19:15:29,12-02-2022,54607446380,29566384916,262389.28,Indian rupee,Yen,Switzerland,Italy,ACH
5446,12:11:34,23-07-2022,98168169112,56701075054,302878.62,Indian rupee,US dollar,UAE,France,ACH
5447,10:59:21,29-12-2022,65377709019,59880684118,79153.66,Mexican Peso,Albanian lek,Morocco,France,Cash Withdrawal
5448,02:37:29,04-07-2022,38649448206,95543673435,52150.65,Albanian lek,Mexican Peso,UAE,Switzerland,Cash Withdrawal
5449,14:25:59,15-06-2022,79181231385,27568352515,6068.16,Moroccan dirham,Albanian lek,France,Austria,Debit card
5450,04:37:41,19-04-2022,69365945554,56279654067,174927.74,Naira,Euro,UK,Netherlands,Credit card
5451,16:06:20,07-11-2022,24694732859,49308341263,346967.71,Albanian lek,UK pounds,Netherlands,India,Debit card
5452,21:24:05,19-08-2022,75800872069,8888275071,269069.27,Yen,Turkish lira,Switzerland,Germany,Cross-border
5453,12:29:52,11-07-2022,11408949899,891580292,50270.37,UK pounds,US dollar,Nigeria,Italy,Cheque
5454,01:24:24,30-06-2022,9063885647,99175506200,338214.14,Swiss franc,Indian rupee,Albania,UAE,Cross-border
5455,15:07:35,12-09-2022,14034171721,12491526074,284352.02,Yen,US dollar,UAE,Italy,Credit card
5456,15:15:55,26-06-2022,27414930555,93655244078,251891.43,Indian rupee,Turkish lira,Turkey,Japan,ACH
